                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    308,                  0.687,                0.48771,                0.93406,                0.93291,                0.85947,                 0.9192,                0.77859,                0.85805,                0.72504,                 1.1357,             0.00048035,             0.00048035,             0.00048035
                    309,                0.70155,                0.48031,                0.93952,                0.94335,                0.85132,                0.91524,                0.77738,                0.85916,                0.73478,                 1.1301,              0.0004754,              0.0004754,              0.0004754
                    310,                 0.7086,                0.48846,                0.93197,                0.93165,                0.86061,                0.91148,                0.76579,                0.85944,                0.73072,                 1.1338,             0.00047045,             0.00047045,             0.00047045
                    311,                0.70175,                0.49483,                0.93096,                0.94744,                0.84318,                 0.9082,                0.75549,                0.86571,                0.72966,                 1.1414,              0.0004655,              0.0004655,              0.0004655
                    312,                0.67311,                0.48841,                0.92628,                0.93659,                0.85132,                 0.9023,                0.75721,                0.87842,                0.73822,                 1.1488,             0.00046055,             0.00046055,             0.00046055
                    313,                0.70808,                0.50024,                0.93847,                0.93275,                0.85743,                0.90763,                0.76132,                0.88375,                0.71066,                 1.1554,              0.0004556,              0.0004556,              0.0004556
                    314,                0.68671,                0.48368,                0.93192,                0.93747,                 0.8549,                0.90942,                0.76777,                0.86813,                0.72653,                 1.1487,             0.00045065,             0.00045065,             0.00045065
                    315,                0.70047,                0.49573,                0.94464,                 0.9453,                 0.8554,                0.90933,                0.76597,                0.87428,                 0.7116,                 1.1543,              0.0004457,              0.0004457,              0.0004457
                    316,                0.69971,                0.48722,                0.94234,                0.93962,                0.85573,                0.90853,                0.75921,                0.89665,                0.74475,                 1.1595,             0.00044075,             0.00044075,             0.00044075
                    317,                0.67409,                0.47318,                0.92558,                0.93915,                 0.8554,                0.90203,                0.75317,                0.89277,                0.72487,                 1.1625,              0.0004358,              0.0004358,              0.0004358
                    318,                0.69703,                0.48026,                0.93078,                0.92996,                0.86354,                0.90305,                0.75191,                0.89093,                 0.7153,                 1.1657,             0.00043085,             0.00043085,             0.00043085
                    319,                0.68001,                0.47768,                0.92217,                0.94011,                0.86354,                0.90577,                0.75715,                0.87217,                0.71232,                 1.1612,              0.0004259,              0.0004259,              0.0004259
                    320,                0.69569,                0.47555,                0.93326,                0.94094,                0.85743,                0.90586,                0.75465,                0.87646,                0.71421,                   1.16,             0.00042095,             0.00042095,             0.00042095
                    321,                0.66193,                0.45546,                0.91284,                0.93138,                0.86354,                0.90467,                0.76349,                0.86195,                0.72311,                 1.1464,               0.000416,               0.000416,               0.000416
                    322,                0.66628,                 0.4687,                0.91981,                0.94426,                0.85132,                0.91174,                0.77414,                0.85431,                0.70818,                 1.1429,             0.00041105,             0.00041105,             0.00041105
                    323,                0.68959,                0.50244,                0.93704,                0.93157,                0.86151,                0.91179,                0.77057,                0.85634,                0.72245,                 1.1369,              0.0004061,              0.0004061,              0.0004061
                    324,                0.65524,                0.44656,                0.91984,                0.94098,                0.85743,                0.90891,                0.76656,                 0.8478,                0.71078,                 1.1407,             0.00040115,             0.00040115,             0.00040115
                    325,                0.68417,                0.47184,                0.92598,                0.93986,                0.85941,                0.90867,                0.76793,                0.83885,                0.70224,                 1.1368,              0.0003962,              0.0003962,              0.0003962
                    326,                 0.6513,                0.45486,                0.91258,                0.93549,                0.85649,                0.90836,                0.77021,                0.86104,                0.71564,                 1.1559,             0.00039125,             0.00039125,             0.00039125
                    327,                0.68527,                0.47948,                0.93937,                0.93936,                0.85132,                0.90941,                 0.7748,                0.86416,                0.72529,                 1.1612,              0.0003863,              0.0003863,              0.0003863
                    328,                0.67044,                0.46342,                0.93438,                0.94846,                0.85336,                0.91469,                0.77846,                0.85519,                0.72587,                 1.1528,             0.00038135,             0.00038135,             0.00038135
                    329,                0.68169,                0.47019,                0.93205,                 0.9419,                0.85838,                 0.9125,                0.77736,                0.85727,                0.71487,                 1.1527,              0.0003764,              0.0003764,              0.0003764
                    330,                0.65516,                0.45838,                0.91997,                0.93173,                0.85947,                0.91395,                0.77635,                0.85045,                0.71288,                 1.1421,             0.00037145,             0.00037145,             0.00037145
                    331,                0.65696,                0.45494,                0.91768,                0.92772,                 0.8627,                0.91021,                0.77229,                0.84631,                0.71472,                  1.139,              0.0003665,              0.0003665,              0.0003665
                    332,                0.66089,                0.45847,                0.91626,                0.93137,                0.85679,                0.90801,                0.77359,                0.85313,                0.71737,                 1.1476,             0.00036155,             0.00036155,             0.00036155
                    333,                0.66167,                0.45851,                0.92137,                0.93013,                0.85336,                0.90864,                0.77745,                 0.8517,                0.71129,                 1.1512,              0.0003566,              0.0003566,              0.0003566
                    334,                0.64488,                0.43901,                0.90825,                0.91275,                0.86558,                0.90787,                0.77838,                0.84942,                 0.7315,                 1.1444,             0.00035165,             0.00035165,             0.00035165
                    335,                0.65812,                0.45734,                0.92626,                0.92426,                0.85743,                0.90845,                0.77792,                0.85593,                0.71843,                 1.1613,              0.0003467,              0.0003467,              0.0003467
                    336,                0.62488,                0.43642,                0.91147,                0.92387,                0.86501,                0.91062,                0.78007,                0.85577,                0.72555,                 1.1583,             0.00034175,             0.00034175,             0.00034175
                    337,                 0.6494,                0.44792,                0.91793,                  0.942,                0.84318,                0.91584,                0.78134,                0.85775,                0.73963,                 1.1559,              0.0003368,              0.0003368,              0.0003368
                    338,                0.67638,                0.46569,                0.91503,                0.94746,                0.84478,                0.91451,                0.78776,                 0.8584,                0.72394,                  1.167,             0.00033185,             0.00033185,             0.00033185
                    339,                0.64374,                0.44659,                0.91451,                0.95264,                0.84318,                0.91752,                  0.788,                0.85511,                 0.7176,                 1.1665,              0.0003269,              0.0003269,              0.0003269
                    340,                0.63975,                0.45176,                0.91434,                 0.9411,                0.84607,                0.91658,                0.78831,                0.84973,                0.72283,                  1.154,             0.00032195,             0.00032195,             0.00032195
                    341,                0.65796,                 0.4453,                0.91669,                0.92074,                0.86762,                0.91494,                0.79139,                0.84162,                0.72224,                 1.1609,               0.000317,               0.000317,               0.000317
                    342,                0.65545,                0.45594,                0.91632,                0.92868,                0.86965,                0.91378,                 0.7946,                0.84541,                0.71514,                 1.1661,             0.00031205,             0.00031205,             0.00031205
                    343,                0.62337,                0.43153,                0.90827,                0.93412,                 0.8663,                0.91542,                0.79398,                0.83676,                0.71128,                 1.1613,              0.0003071,              0.0003071,              0.0003071
                    344,                0.61639,                 0.4344,                0.90131,                0.94014,                0.86367,                0.91775,                0.79443,                0.83431,                0.69439,                 1.1626,             0.00030215,             0.00030215,             0.00030215
                    345,                0.64695,                 0.4519,                0.92863,                0.94193,                 0.8589,                0.91584,                0.79499,                0.82668,                0.70356,                 1.1545,              0.0002972,              0.0002972,              0.0002972
                    346,                0.62938,                0.44158,                 0.9105,                0.94018,                0.86432,                0.91729,                 0.7936,                 0.8415,                0.69735,                 1.1623,             0.00029225,             0.00029225,             0.00029225
                    347,                0.65102,                0.45645,                0.91083,                0.95224,                 0.8528,                0.91152,                0.79247,                0.83689,                0.72943,                 1.1478,              0.0002873,              0.0002873,              0.0002873
                    348,                0.63897,                 0.4484,                0.91622,                0.94085,                0.85947,                0.91623,                0.80084,                0.81417,                0.71163,                 1.1394,             0.00028235,             0.00028235,             0.00028235
                    349,                0.64594,                0.44486,                0.91057,                0.94183,                0.85737,                0.90997,                0.79819,                0.80806,                0.71492,                 1.1403,              0.0002774,              0.0002774,              0.0002774
                    350,                0.62418,                0.43257,                0.90537,                0.94363,                 0.8554,                0.91456,                0.79999,                0.80774,                 0.7133,                 1.1422,             0.00027245,             0.00027245,             0.00027245
                    351,                0.64649,                0.43995,                0.91467,                0.93758,                0.85663,                0.91336,                0.79563,                 0.8068,                0.71315,                 1.1343,              0.0002675,              0.0002675,              0.0002675
                    352,                0.62493,                0.44838,                0.91407,                0.94781,                 0.8507,                0.91544,                0.79436,                0.81921,                0.72183,                 1.1416,             0.00026255,             0.00026255,             0.00026255
                    353,                0.62428,                0.43397,                0.90576,                 0.9447,                0.86354,                0.91691,                0.79887,                0.81259,                0.70139,                 1.1385,              0.0002576,              0.0002576,              0.0002576
                    354,                0.63832,                 0.4481,                0.91497,                 0.9429,                0.86151,                0.91905,                0.80206,                0.81642,                0.70168,                 1.1431,             0.00025265,             0.00025265,             0.00025265
                    355,                0.61211,                0.41677,                0.90267,                  0.948,                0.85743,                0.91928,                0.80489,                0.81491,                0.71342,                 1.1445,              0.0002477,              0.0002477,              0.0002477
                    356,                0.60846,                0.42814,                0.89961,                0.94597,                 0.8558,                0.91416,                0.80475,                0.81855,                0.72558,                 1.1376,             0.00024275,             0.00024275,             0.00024275
                    357,                0.62545,                0.42022,                0.90115,                0.94346,                0.85743,                0.91635,                0.80733,                0.80269,                0.71867,                 1.1296,              0.0002378,              0.0002378,              0.0002378
                    358,                0.62433,                0.42787,                0.89908,                0.94561,                0.85743,                0.91773,                0.80584,                0.80871,                0.70659,                 1.1325,             0.00023285,             0.00023285,             0.00023285
                    359,                0.61159,                0.42583,                0.89438,                0.95021,                0.85512,                0.91895,                0.80622,                0.80973,                0.72063,                 1.1294,              0.0002279,              0.0002279,              0.0002279
                    360,                0.63729,                0.45243,                0.90996,                0.93649,                0.87094,                0.92081,                0.80966,                 0.8164,                0.71575,                 1.1382,             0.00022295,             0.00022295,             0.00022295
                    361,                0.60477,                0.42511,                0.90991,                0.92849,                0.87169,                0.91901,                0.80821,                0.80726,                0.70507,                 1.1415,               0.000218,               0.000218,               0.000218
                    362,                0.60512,                0.43427,                0.90079,                0.93858,                0.87137,                0.91651,                0.80684,                0.81317,                0.70632,                  1.146,             0.00021305,             0.00021305,             0.00021305
                    363,                0.61511,                0.41731,                0.90669,                0.94455,                0.86729,                0.91854,                0.80773,                 0.8071,                0.70161,                 1.1418,              0.0002081,              0.0002081,              0.0002081
                    364,                0.62834,                0.44494,                0.90944,                0.94864,                0.86519,                0.91713,                0.81166,                0.80202,                0.71948,                 1.1338,             0.00020315,             0.00020315,             0.00020315
                    365,                 0.6008,                0.41619,                0.89686,                0.94028,                0.86574,                0.91689,                0.80938,                0.80969,                0.71554,                 1.1438,              0.0001982,              0.0001982,              0.0001982
                    366,                 0.6075,                0.43291,                0.89962,                0.93658,                0.87229,                 0.9202,                0.80861,                0.80628,                0.71704,                   1.14,             0.00019325,             0.00019325,             0.00019325
                    367,                0.62389,                0.44001,                0.90298,                0.94571,                0.85947,                0.91601,                0.81234,                0.80019,                0.70655,                 1.1422,              0.0001883,              0.0001883,              0.0001883
                    368,                0.58103,                0.41645,                 0.8926,                0.94427,                 0.8627,                0.91703,                 0.8075,                0.79603,                0.69633,                 1.1366,             0.00018335,             0.00018335,             0.00018335
                    369,                0.59288,                0.41022,                0.89518,                0.94467,                0.86354,                0.91355,                0.80297,                0.79491,                 0.7026,                 1.1324,              0.0001784,              0.0001784,              0.0001784
                    370,                0.60952,                0.42981,                 0.9148,                0.93723,                0.86965,                0.91033,                0.79379,                0.80118,                0.69414,                 1.1381,             0.00017345,             0.00017345,             0.00017345
                    371,                0.59765,                0.41289,                0.89753,                0.94236,                0.87373,                0.91229,                0.79701,                0.79632,                0.68516,                 1.1399,              0.0001685,              0.0001685,              0.0001685
                    372,                0.57436,                0.40654,                0.89147,                0.94867,                0.86151,                0.91345,                0.80181,                0.79519,                0.68582,                 1.1403,             0.00016355,             0.00016355,             0.00016355
                    373,                  0.602,                0.42631,                0.89954,                 0.9365,                0.86558,                0.91487,                0.80477,                0.79659,                0.70354,                  1.145,              0.0001586,              0.0001586,              0.0001586
                    374,                0.57761,                0.40004,                 0.8897,                0.93792,                0.87169,                0.91554,                0.80668,                0.79884,                0.70065,                 1.1443,             0.00015365,             0.00015365,             0.00015365
                    375,                0.59602,                0.42531,                0.89946,                0.93587,                0.87373,                0.91716,                0.80756,                0.80147,                0.70293,                  1.146,              0.0001487,              0.0001487,              0.0001487
                    376,                0.58089,                0.41477,                0.89572,                0.93534,                0.86762,                0.91723,                0.81197,                0.79186,                0.70572,                 1.1375,             0.00014375,             0.00014375,             0.00014375
                    377,                0.59799,                0.43939,                0.90364,                0.94009,                0.86287,                0.92014,                0.81471,                 0.7887,                0.71776,                 1.1349,              0.0001388,              0.0001388,              0.0001388
                    378,                 0.5852,                0.40994,                0.89925,                0.93225,                0.86558,                0.91888,                0.81388,                0.78733,                0.71555,                 1.1362,             0.00013385,             0.00013385,             0.00013385
                    379,                0.58495,                0.41904,                0.90313,                0.93493,                0.87169,                0.91865,                0.81583,                 0.7851,                0.71125,                 1.1353,              0.0001289,              0.0001289,              0.0001289
                    380,                0.58797,                0.42034,                0.89885,                0.92614,                0.87576,                0.91818,                0.81626,                0.78336,                0.71289,                 1.1316,             0.00012395,             0.00012395,             0.00012395
                    381,                 0.5894,                0.41021,                0.89576,                0.94419,                 0.8614,                0.91717,                0.81397,                0.77968,                 0.7072,                 1.1295,               0.000119,               0.000119,               0.000119
                    382,                0.56027,                0.39232,                0.87841,                 0.9373,                0.86558,                0.91763,                0.81707,                0.77592,                 0.7115,                 1.1218,             0.00011405,             0.00011405,             0.00011405
                    383,                0.60464,                0.43141,                0.90194,                0.93789,                0.86105,                0.91688,                0.81791,                0.77774,                0.71486,                  1.121,              0.0001091,              0.0001091,              0.0001091
                    384,                0.57078,                0.41056,                0.88636,                0.94172,                0.85565,                0.91709,                0.81686,                0.78108,                0.70909,                 1.1276,             0.00010415,             0.00010415,             0.00010415
                    385,                0.57795,                0.41693,                0.89471,                0.93416,                0.86686,                0.91707,                0.81858,                0.78542,                0.71173,                 1.1363,               9.92e-05,               9.92e-05,               9.92e-05
                    386,                 0.5779,                 0.4137,                0.89868,                0.93392,                0.86762,                0.91641,                0.81863,                0.77591,                0.72341,                 1.1294,              9.425e-05,              9.425e-05,              9.425e-05
                    387,                0.59256,                0.42151,                0.89433,                0.93223,                0.86847,                0.91585,                 0.8212,                0.76844,                0.71927,                 1.1252,               8.93e-05,               8.93e-05,               8.93e-05
                    388,                0.56882,                 0.4073,                0.89293,                0.93745,                0.86558,                0.91653,                0.82221,                0.76704,                0.71472,                 1.1266,              8.435e-05,              8.435e-05,              8.435e-05
                    389,                0.58375,                0.41314,                0.89214,                0.93973,                0.86354,                0.91676,                0.82179,                0.76689,                0.70282,                  1.133,               7.94e-05,               7.94e-05,               7.94e-05
                    390,                0.56804,                0.40065,                0.87991,                0.93366,                0.86762,                0.91697,                0.82289,                0.76298,                0.69819,                 1.1333,              7.445e-05,              7.445e-05,              7.445e-05
                    391,                0.58518,                0.39186,                0.90184,                0.93401,                0.87373,                0.91567,                0.80949,                0.76799,                0.67394,                 1.1397,               6.95e-05,               6.95e-05,               6.95e-05
                    392,                0.54943,                0.37609,                0.88856,                0.93267,                0.87576,                0.91738,                 0.8004,                0.78792,                0.67106,                 1.1447,              6.455e-05,              6.455e-05,              6.455e-05
                    393,                0.58797,                0.38768,                0.89142,                0.92854,                0.87332,                0.91543,                  0.793,                0.79937,                0.66805,                 1.1496,               5.96e-05,               5.96e-05,               5.96e-05
                    394,                0.53972,                0.37292,                0.88628,                0.95247,                  0.857,                0.91528,                0.79191,                0.79997,                0.66833,                 1.1526,              5.465e-05,              5.465e-05,              5.465e-05
                    395,                0.57845,                0.39374,                0.89761,                0.93769,                0.87169,                0.91806,                0.79678,                0.79249,                0.66569,                 1.1486,               4.97e-05,               4.97e-05,               4.97e-05
                    396,                0.58079,                0.37378,                0.90836,                 0.9403,                0.87373,                0.91631,                0.79411,                0.79535,                0.66831,                 1.1512,              4.475e-05,              4.475e-05,              4.475e-05
                    397,                0.55088,                0.37677,                 0.8977,                 0.9424,                 0.8778,                0.91865,                0.79732,                0.79207,                0.66857,                 1.1504,               3.98e-05,               3.98e-05,               3.98e-05
                    398,                0.54109,                0.36211,                0.89142,                 0.9393,                0.87169,                 0.9165,                0.79846,                0.78736,                0.66974,                 1.1461,              3.485e-05,              3.485e-05,              3.485e-05
                    399,                0.52931,                0.35723,                0.88206,                 0.9401,                0.86965,                0.91554,                0.80105,                0.78424,                 0.6665,                 1.1453,               2.99e-05,               2.99e-05,               2.99e-05
                    400,                 0.5698,                0.37974,                0.90589,                0.94005,                0.86965,                 0.9154,                0.80104,                 0.7839,                0.67121,                 1.1429,              2.495e-05,              2.495e-05,              2.495e-05
