epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
366,1878.16,0.9489,0.83687,1.16876,0.70634,0.81108,0.725,0.45963,1.43128,0.97554,1.98873,0.00019325,0.00019325,0.00019325
367,1883.18,0.91358,0.80432,1.15884,0.73329,0.83121,0.73601,0.45882,1.42147,0.98806,1.9836,0.0001883,0.0001883,0.0001883
368,1888.52,0.88967,0.78973,1.13997,0.71492,0.8314,0.72374,0.45672,1.44063,0.98031,1.99251,0.00018335,0.00018335,0.00018335
369,1893.54,0.91035,0.82527,1.15617,0.71449,0.82931,0.73909,0.45989,1.45019,0.9691,1.99631,0.0001784,0.0001784,0.0001784
370,1898.79,0.92981,0.81249,1.16283,0.69595,0.82508,0.7197,0.45938,1.44186,0.96141,2.01327,0.00017345,0.00017345,0.00017345
371,1904.06,0.89768,0.77607,1.14492,0.69778,0.81884,0.71486,0.4607,1.4461,0.9649,2.03823,0.0001685,0.0001685,0.0001685
372,1909,0.93155,0.79798,1.16469,0.7047,0.81977,0.71174,0.45907,1.4405,0.96383,2.0448,0.00016355,0.00016355,0.00016355
373,1914.01,0.94292,0.84302,1.18989,0.68737,0.81977,0.71101,0.46075,1.42558,0.94809,2.01204,0.0001586,0.0001586,0.0001586
374,1919.14,0.92787,0.82091,1.15362,0.69532,0.82265,0.72426,0.4599,1.43425,0.94719,2.03339,0.00015365,0.00015365,0.00015365
375,1924.32,0.94107,0.81618,1.17055,0.73259,0.7907,0.74395,0.46423,1.43191,0.95751,2.04351,0.0001487,0.0001487,0.0001487
376,1929.25,0.92298,0.81928,1.16662,0.70818,0.80422,0.71392,0.45999,1.41859,0.95794,2.0168,0.00014375,0.00014375,0.00014375
377,1934.27,0.92542,0.82837,1.16913,0.70639,0.81395,0.71893,0.45826,1.42488,0.95399,2.02752,0.0001388,0.0001388,0.0001388
378,1939.48,0.9171,0.84301,1.16513,0.70774,0.81658,0.71558,0.45023,1.42873,0.93415,2.04143,0.00013385,0.00013385,0.00013385
379,1944.45,0.9119,0.79231,1.151,0.70514,0.82558,0.71325,0.45768,1.42575,0.92481,2.03294,0.0001289,0.0001289,0.0001289
380,1949.52,0.90983,0.80483,1.14797,0.70859,0.8314,0.71707,0.46458,1.41689,0.93026,2.03254,0.00012395,0.00012395,0.00012395
381,1954.7,0.92331,0.8044,1.16666,0.72378,0.81977,0.71663,0.46354,1.41072,0.94214,2.0306,0.000119,0.000119,0.000119
382,1959.61,0.8978,0.78014,1.14801,0.72155,0.81357,0.71345,0.45782,1.39645,0.94865,2.01407,0.00011405,0.00011405,0.00011405
383,1964.56,0.88125,0.78321,1.14827,0.73264,0.79659,0.71739,0.45599,1.38907,0.94456,2.00062,0.0001091,0.0001091,0.0001091
384,1969.77,0.94296,0.81873,1.18537,0.69882,0.83636,0.71663,0.46366,1.38886,0.95108,1.99511,0.00010415,0.00010415,0.00010415
385,1974.83,0.90759,0.80545,1.15044,0.69339,0.81518,0.70279,0.46309,1.3776,0.9596,1.97432,9.92e-05,9.92e-05,9.92e-05
386,1979.85,0.93047,0.786,1.17447,0.68708,0.81699,0.70177,0.46228,1.36914,0.95403,1.96891,9.425e-05,9.425e-05,9.425e-05
387,1984.96,0.90996,0.77951,1.15469,0.72199,0.81395,0.73161,0.4656,1.37592,0.94568,1.98336,8.93e-05,8.93e-05,8.93e-05
388,1990.15,0.91853,0.78559,1.16395,0.73328,0.81519,0.74534,0.46592,1.38232,0.94487,1.98878,8.435e-05,8.435e-05,8.435e-05
389,1995.21,0.91514,0.77882,1.15346,0.72725,0.80814,0.73429,0.46865,1.39371,0.9344,1.9994,7.94e-05,7.94e-05,7.94e-05
390,2000.28,0.87672,0.76771,1.1441,0.74978,0.81977,0.73577,0.46989,1.39452,0.9442,2.00596,7.445e-05,7.445e-05,7.445e-05
391,2006.5,0.8598,0.72964,1.13605,0.7286,0.81977,0.72222,0.46803,1.39631,0.94924,2.00278,6.95e-05,6.95e-05,6.95e-05
392,2011.7,0.86057,0.73682,1.13002,0.72672,0.83489,0.73968,0.46217,1.40712,0.92481,2.01072,6.455e-05,6.455e-05,6.455e-05
393,2016.81,0.86514,0.71399,1.12388,0.71457,0.84302,0.74025,0.46435,1.40289,0.92987,1.99392,5.96e-05,5.96e-05,5.96e-05
394,2022.02,0.8374,0.72413,1.11563,0.71798,0.83721,0.74045,0.46371,1.41007,0.92411,1.99894,5.465e-05,5.465e-05,5.465e-05
395,2027.02,0.84076,0.73837,1.12316,0.72175,0.83721,0.74257,0.4649,1.40581,0.92944,1.9969,4.97e-05,4.97e-05,4.97e-05
396,2032.13,0.82517,0.72649,1.10932,0.71985,0.8366,0.74156,0.46787,1.40491,0.93781,1.99659,4.475e-05,4.475e-05,4.475e-05
397,2037.31,0.83233,0.72714,1.1144,0.71598,0.83543,0.74274,0.46578,1.40014,0.93984,1.99371,3.98e-05,3.98e-05,3.98e-05
398,2042.3,0.84158,0.71364,1.11835,0.71941,0.83475,0.74124,0.46341,1.40437,0.93879,2.00573,3.485e-05,3.485e-05,3.485e-05
399,2047.22,0.82513,0.70186,1.10402,0.72035,0.83721,0.74307,0.46419,1.41322,0.93213,2.02961,2.99e-05,2.99e-05,2.99e-05
400,2052.45,0.81666,0.70525,1.0957,0.72471,0.83721,0.754,0.46794,1.40648,0.9326,2.02195,2.495e-05,2.495e-05,2.495e-05
